main_title,total_seeders,total_leechers,total_peers
A.Minecraft.Movie.2025..WORKPRINT..COLLECTiVE,6656,9344,16000
Mickey 17 2025 5.1 BONE,6949,8103,15052
A Working Man,3478,3198,6676
Black.Bag.2025..MA..DDP5.1.,12418,7797,20215
Novocaine.2025...Cropped-NoAds.INT.READ.NFO.,1480,2024,3504
Novocaine Eng AMZN ESub,1587,1287,2874
The.Monkey.2025....,5478,1867,7345
The.Electric.State.2025..NF..DDP5.1.H.264,2321,684,3005
Mickey.17.2025..TELESYNC..COLLECTiVE,1880,998,2878
Chhava Hindi HC,1111,205,1316
Mickey.17.2025.Hybrid...DHDR.DDP5.1.Atmos.H265,666,455,1121
Bill.Burr.Drop.Dead.Years.2025..WEB.H264,928,114,1042
Last.Breath.2025....5.1,843,344,1187
Becoming Led Zeppelin 5 1,582,158,740
Holland.2025..AMZN..DDP5.1.H.265,622,198,820
Popeye.The.Slayer.Man 2025....DD5.1,635,100,735
A.Working.Man.2025...Cam.Audio.READNFO..COLLECTiVE,782,684,1466
Black Bag Eng ESub,730,357,1087
Batman.Ninja.vs.Yakuza.League.2025...5.1.,663,53,716
Officer on Duty ESub,640,51,691
Sikandar 2025 HQ Telesync NO WM 2.0 Hindi DIGITAL HC ESUB,603,207,810
High.Rollers.2025....5.1,729,70,799
Fog.Of.War.2025....10bit.5.1,835,130,965
Peter.Pans.Neverland.Nightmare.2025....5.1,425,53,478
I'm Still Here ...,238,166,404
Deva 2025 5.1,321,50,371
Captain.America.Brave.New.World.2025.iNTERNAL..10bit..2CH..,530,112,642
Viduthalai Part 1 UnCut ESub,431,51,482
Elevator Lady 2025 Tagalog BONE,1071,111,1182
Borderline 5.1,221,48,269
Kaafir Hin ESub,345,28,373
Alexander.And.The.Terrible.Horrible.No.Good.Very.Bad.Road.Trip.2025.....,184,15,199
The Gorge,180,15,195
Caligula The Ultimate Cut 10bit 5.1,169,16,185
Test ESub,154,26,180
Dragon ESub,127,24,151
McVeigh 2024,121,11,132
The Pursuit of Lust 4 2025 Mongolian BONE,114,11,125
Aghathiyaa ESub,94,14,108
Sex-Positive.2024...AOpus.5.1,93,10,103
Agent A Hindi Multi ESub.,188,16,204
China and Sex erotic drama,68,29,97
Be Happy Hindi ESub,74,8,82
Rekhachithram Hindi DS4K,49,13,62
