main_title,total_seeders,total_leechers,total_peers
The Last of Us: Part II,1316,2219,3535
The Elder Scrolls IV Oblivion,3275,10146,13421
inZOI,1365,122,1487
Schedule I,1228,41,1269
Schedule I,659,20,679
The Last of Us Part II,529,119,648
Mortal Kombat 1,307,275,582
Blue Prince,736,20,756
Schedule I,100,1,101
Commandos: Origins,356,37,393
Tempest Rising,772,216,988
House Party,309,31,340
South of Midnight,344,111,455
AI LIMIT,247,57,304
RuneScape: Dragonwilds,247,12,259
Schedule I,193,2,195
Baldur's Gate 3,552,618,1170
Schedule I,239,2,241
Schedule I 3 4f4,338,5,343
Mandragora: Whispers of the Witch Tree,519,50,569
Into the Dead: Our Darkest Days 3 10829,117,5,122
Venus Vacation PRISM: DEAD OR ALIVE Xtreme,234,19,253
Haste [FitGirl,191,17,208
The Last of Us Part II Crackfix,91,3,94
Dave The Diver,241,15,256
Age of Empires IV,152,126,278
Cities: Skylines - Collection [Fit,124,13,137
Cyberpunk,218,131,349
"Forever Skies [FitGirl , Selective Downl",171,21,192
The Sims 4,126,66,192
"Last Epoch [FitGirl , - fro",240,55,295
The Elder Scrolls IV: Oblivion,146,4975,5121
Nordhold,64,0,64
Age of Wonders 4,141,10,151
Wreckfest 2,57,4,61
South of Midnight,44,13,57
Baldur’s Gate 3,173,208,381
FATAL FURY: City of the Wolves,531,253,784
American Truck Simulator,133,17,150
South of Midnight,53,24,77
Sins of a Solar Empire II [FitGirl Repa,120,6,126
Romancing SaGa 2: Revenge of the Seven,180,21,201
KARMA: The Dark World,75,13,88
LUNAR Collection,192,25,217
SnowRunner: 3-Year Anniversary Edition (/Season 15,98,33,131
Rain World,107,8,115
SaGa Frontier 2,118,10,128
Drive Beyond Horizons,20,3,23
Schedule I 3 4f8,166,7,173
Tainted Grail: The Fall of Avalon 9,21,4,25
#DRIVE Rally,155,10,165
"The Talos Principle: Reawakened [FitGirl , Selective Do",137,19,156
CarX Street,146,32,178
"Croc: Legend of the Gobbos - Remaster [FitGirl , Selective Downloa",50,18,68
Baldurs Gate 3 1 1 6758295,58,45,103
Mandragora Whispers of the Witch Tree,88,10,98
Last Epoch,104,9,113
Psycho Patrol R,41,0,41
Aviassembly,80,0,80
Age of Wonders 4 Giant Kings,38,4,42
Crashlands 2 [FitGirl,106,9,115
Dark Deity 2,77,6,83
"Soulslinger: Envoy of Death [FitGirl , Selective Do",150,70,220
Nikoderiko: The Magical World - Director's Cut,137,8,145
GUILTY GEAR -STRIVE-: Daredevil Edition [FitGir,67,22,89
Grit and Valor - : Resistance Edition,78,3,81
Last Epoch Tombs of the Erased,39,0,39
Chains of Freedom,121,7,128
Lords of the Fallen,43,20,63
Commandos Origins,74,5,79
Kingdom Come: Deliverance II,46,0,46
Need For Speed Most Wanted Unofficial Remake,35,3,38
Marvel's Spider-Man 2,15,20,35
SNOW BROS 2 SPECIAL,66,5,71
Oxygen Not Included,149,9,158
Strike Force 2: Terrorist Hunt,39,3,42
Pax Augusta,170,13,183
Dune: Imperium,76,0,76
Spilled!,34,0,34
UBOAT,70,10,80
Marvel's Spider-Man 2 Digital Deluxe Edition,13,2,15
INAYAH: Life after Gods,92,3,95
Avowed,18,0,18
Commandos: Origins,59,8,67
