title,clean_title,seeders,leechers,total_peers,category
"The Alters (v1.0.1.46 + Bonus Soundtrack, MULTi12) [FitGirl Repack]",The Alters,486,56,542,games
Call of Duty: Modern Warfare II (2022) (Campaign) (v9.2.12721522 + Patch v2 + MU...,Call of Duty: Modern Warfare II ( 2 12721522,339,205,544,games
Date Everything! Lavish Edition (v2.555.97759 + 2 DLCs) [FitGirl Repack],Date Everything! Lavish Edition,477,27,504,games
"Broken Arrow: Vanguard Edition (v1.0.6.p + HotFix + DLC, MULTi13) [FitGirl Repac...",Broken Arrow: Vanguard Edition [FitGirl Repac,331,48,379,games
"MindsEye (v4598223 + 9 DLCs, MULTi12) [FitGirl Repack]",MindsEye,384,110,494,games
Call of Duty: Modern Warfare (2019) (Campaign) [DODI Repack],Call of Duty: Modern Warfare,169,280,449,games
Five Nights at Freddy's: Secret of the Mimic (MULTi7) [FitGirl Repack],Five Nights at Freddy's: Secret of the Mimic,334,29,363,games
The Alters-RUNE,The Alters-RUNE,202,30,232,games
"System Shock 2: 25th Anniversary Remaster (v1.0.4250.0 HotFix, MULTi5) [FitGirl ...",System Shock 2: 25th Anniversary Remaster [FitGirl,198,17,215,games
Lossless Scaling (v3.2 | LSFG 3.1),Lossless Scaling,95,3,98,games
Call of Duty: Modern Warfare III (2023) (Multiplayer) [DODI Repack],Call of Duty: Modern Warfare III,140,78,218,games
"SCUM: Complete Bundle (v1.0.0.0.94918 + 12 DLCs/Bonuses, MULTi13) [FitGirl Repac...",SCUM: Complete Bundle [FitGirl Repac,174,19,193,games
100 in 1 Game Collection (MULTi5) [FitGirl Repack],100 in 1 Game Collection,149,4,153,games
MindsEye: Deluxe Edition (v4598223 + All DLCs + MULTi12) [DODI Repack],MindsEye: Deluxe Edition,111,27,138,games
"Victoria 3: Grand Edition (v1.9.0 Lady Grey + 15 DLCs/Bonuses + Windows 7 Fix, M...",Victoria 3: Grand Edition ( 9 0 Lady Grey,258,14,272,games
"Warhammer 40,000: Rogue Trader - Voidfarer Edition (v1.4.0.184 + 8 DLCs/Bonuses,...","Warhammer 40,000: Rogue Trader - Voidfarer Edition ( 4 0 184",192,34,226,games
"Len's Island (v1.0/Release + 2 DLCs, MULTi11) [FitGirl Repack]",Len's Island,191,3,194,games
Cast n Chill,Cast n Chill,134,0,134,games
Little Nightmares: Enhanced Edition (MULTi15) [FitGirl Repack],Little Nightmares: Enhanced Edition,240,9,249,games
"Suit for Hire (v1.0.1 + CrackFix, MULTi11) [FitGirl Repack]",Suit for Hire,173,11,184,games
"Still Wakes the Deep: The Complete Collection (v1.5-34484 + 2 DLCs/Bonuses, MULT...",Still Wakes the Deep: The Complete Collection ( 5-34484,143,18,161,games
"7 Days to Die (v2.0 b295 + 4 DLCs/Bonuses, MULTi14) [FitGirl Repack, Selective D...","7 Days to Die [FitGirl , Selective D",166,22,188,games
"Oxygen Not Included: Complete Bundle (vU56-674504-SCR + 5 DLCs/Bonuses, MULTi4) ...",Oxygen Not Included: Complete Bundle,168,6,174,games
"Soulstone Survivors + Soundtrack Bundle (v1.0f/Release + 2 DLCs/Bonuses, MULTi13...",Soulstone Survivors,118,3,121,games
"Tony Hawk's Pro Skater 3 + 4: Digital Deluxe Edition (+ 4 DLCs, MULTi8) [FitGirl...",Tony Hawk's Pro Skater 3,701,581,1282,games
Tower Wizard,Tower Wizard,148,1,149,games
The Elder Scrolls IV Oblivion Remastered Update v1 1-RUNE,The Elder Scrolls IV Oblivion,40,4,44,games
"Rooftops & Alleys: The Parkour Game (v1.0 Release, MULTi12) [FitGirl Repack]",Rooftops & Alleys: The Parkour Game,126,1,127,games
RimWorld (v1.6.4494 & All DLCs),RimWorld,92,3,95,games
Palworld (v0.6.0.75365 - Tides of Terraria Update + Bonus Content + MULTi17) (Fr...,Palworld (Fr,166,30,196,games
The Planet Crafter: The Galactic Terraformer Edition (v1.524 + Planet: Humble DL...,The Planet Crafter: The Galactic Terraformer Edition ( 524,154,5,159,games
"CityDriver: Deluxe-Bundle (v25.06.26.43749 + 10 DLCs, MULTi9) [FitGirl Repack]",CityDriver: Deluxe-Bundle,137,20,157,games
"Medieval Dynasty: Ultimate Edition (v2.4.0.3 + 5 DLCs/Bonuses, MULTi18) [FitGirl...",Medieval Dynasty: Ultimate Edition [FitGirl,116,19,135,games
Tony Hawks Pro Skater 3 Plus 4-RUNE,Tony Hawks Pro Skater 3 Plus 4-RUNE,135,62,197,games
"Wizard of Legend 2 (v1.0.0/Release, MULTi12) [FitGirl Repack]",Wizard of Legend 2,155,2,157,games
theHunter: Call of the Wild - Complete Collection (v3028143 + 66 DLCs + Windows ...,theHunter: Call of the Wild - Complete Collection (,128,13,141,games
The Alters Deluxe Edition (2025) [PORTABLE],The Alters Deluxe Edition,29,0,29,games
The Alters: Deluxe Edition (v1.0.1.46 + All DLCs + Bonus Content + MULTi12) (Fro...,The Alters: Deluxe Edition (Fro,91,29,120,games
BeamNG.drive v0.36.2,BeamNG drive 36 2,71,17,88,games
"Lost in Random: The Eternal Die - Fortune Edition (+ 3 DLCs/Bonuses, MULTi11) [F...",Lost in Random: The Eternal Die - Fortune Edition [F,118,4,122,games
"Northgard: The Viking Age Edition (v3.7.26.42112 + 17 DLCs/Bonuses, MULTi11) [Fi...",Northgard: The Viking Age Edition [Fi,101,0,101,games
"Blood West: Dead Man's Edition (v4.4.1 + DLC, MULTi5) [FitGirl Repack]",Blood West: Dead Man's Edition,127,7,134,games
Hades II (v2025.06.18),Hades II,54,3,57,games
"Teardown: Deluxe Edition (v1.7.0 + 4 DLCs, MULTi9) [FitGirl Repack]",Teardown: Deluxe Edition,106,6,112,games
S.T.A.L.K.E.R. 2: Heart of Chornobyl (v1.5),S T A L K E R 2: Heart of Chornobyl,43,28,71,games
"LEGO Builder’s Journey (v4.0.0-773, MULTi16) [FitGirl Repack]",LEGO Builder’s Journey,135,4,139,games
Clair Obscur Expedition 33 Update v1 3 1-RUNE,Clair Obscur Expedition 33,14,5,19,games
"Architect Life: A House Design Simulator - Supporter Edition (+ 3 DLCs, MULTi13)...",Architect Life: A House Design Simulator - Supporter Edition,131,6,137,games
Five Nights at Freddys Secret of the Mimic (2025) [PORTABLE],Five Nights at Freddys Secret of the Mimic,62,4,66,games
