title,clean_title,seeders,leechers,total_peers,category
"The Last of Us: Part II - Remastered (v1.0.10402.1014 + DLC + Bonus OST, MULTi24...",The Last of Us: Part II,1565,3749,5314,games
inZOI (v20250327.1308.W + MULTi13) [DODI Repack],inZOI,1032,103,1135,games
inZOI (Early Access),inZOI,525,40,565,games
Schedule I v0.3.3f9,Schedule I f9,932,26,958,games
"Rise of the Ronin (v1.09 + DLC + Bonus Soundtrack, MULTi21) [FitGirl Repack, Sel...","Rise of the Ronin [ , Sel...",514,463,977,games
The Last of Us Part II Remastered-RUNE,The Last of Us Part II,385,273,658,games
Kingdom Come: Deliverance II v1.2,Kingdom Come: Deliverance II,107,33,140,games
Schedule I v0.3.3f13,Schedule I f13,104,1,105,games
Mortal Kombat 1: Khaos Reigns Kollection (v1.28.0 + All DLCs + Ryujinx/Sudachi S...,Mortal Kombat 1: Khaos Reigns Kollection (,403,295,698,games
The Last of Us Part II - Remastered (v1.0.10402.1014 + CrackFix + All DLCs + Bon...,The Last of Us Part II,584,1728,2312,games
Schedule I v0.3.3f14,Schedule I f14,249,10,259,games
Kingdom Come: Deliverance II Update v1.2.1,Kingdom Come: Deliverance II,84,1,85,games
"BLEACH: Rebirth of Souls (v1.03/Builds 17746622 + 17819379 + 6 DLCs, MULTi15) [F...",BLEACH: Rebirth of Souls [F...,410,145,555,games
Rise of the Ronin: Deluxe Edition (v1.09 + Early Purchase Bonus DLC + Bonus Cont...,Rise of the Ronin: Deluxe Edition (,128,122,250,games
"Xenoblade Chronicles X: Definitive Edition (v1.0.1 + Ryujinx Switch Emulator, MU...",Xenoblade Chronicles X: Definitive Edition (,237,33,270,games
"Cities: Skylines II (v1.2.5f1 + 16 DLCs + Bonus OSTs, MULTi12) [FitGirl Repack, ...","Cities: Skylines II [ , ...",262,66,328,games
"AI LIMIT: Deluxe Edition (+ HotFix + 2 DLCs, MULTi10) [FitGirl Repack]",AI LIMIT: Deluxe Edition,293,44,337,games
Schedule I v0.3.3f15,Schedule I f15,403,20,423,games
The Sims 4: Deluxe Edition (v1.113.291.1020  + All DLCs + Bonus Content + Online...,The Sims 4: Deluxe Edition (,151,28,179,games
"House Party: Supporter Edition (v1.4.0.13093 + 8 DLCs, MULTi10) [FitGirl Repack]",House Party: Supporter Edition,467,24,491,games
"CONTROL: Ultimate Edition (v1.30/517.915 + All DLCs, MULTi13) [FitGirl Repack, S...","CONTROL: Ultimate Edition [ , S...",140,60,200,games
"South of Midnight: Premium Edition (v1.1.0-184977 + 2 DLCs/Bonuses, MULTi23) [Fi...",South of Midnight: Premium Edition [Fi...,535,401,936,games
Schedule I (v0.3.3f15 + Online Multiplayer) [DODI Repack],Schedule I,764,38,802,games
Xenoblade Chronicles X: Definitive Edition [SWITCH],Xenoblade Chronicles X: Definitive Edition,44,7,51,games
inZOI Update v2025.03.29,inZOI,55,0,55,games
Venus Vacation PRISM: DEAD OR ALIVE Xtreme - Digital Deluxe Edition with Early P...,Venus Vacation PRISM: DEAD OR ALIVE Xtreme,251,39,290,games
The Last of Us Part II Remastered Crackfix-RUNE,The Last of Us Part II Crackfix,106,7,113,games
Lossless Scaling v3.1.0.2,Lossless Scaling,62,0,62,games
Atelier Yumia: The Alchemist of Memories & the Envisioned Land (v1.00b/v1.00c + ...,Atelier Yumia: The Alchemist of Memories & the Envisioned Land (b/c,263,25,288,games
