title,clean_title,seeders,leechers,total_peers,category
Mickey.17.2025.1080p.WebRip.X264.COLLECTiVE,Mickey.17.2025....COLLECTiVE,2622,909,3531,movies
Black.Bag.2025.1080p.MA.WEB-DL.DDP5.1.x265-NeoNoir,Black.Bag.2025..MA..DDP5.1.,2406,2273,4679,movies
A.Minecraft.Movie.2025.1080p.WORKPRINT.x264.COLLECTiVE,A.Minecraft.Movie.2025..WORKPRINT..COLLECTiVE,3423,7429,10852,movies
The.Electric.State.2025.1080p.WEBRip.AAC5.1.10bits.x265-Rapta,The.Electric.State.2025...5.1.10bits.,845,268,1113,movies
The.Monkey.2025.1080p.WEBRip.x264.AAC-LAMA,The.Monkey.2025....,2126,618,2744,movies
Last.Breath.2025.1080p.WEB-DL.AAC5.1.x265-NeoNoir,Last.Breath.2025...5.1.,1533,758,2291,movies
Novocaine.2025.1080p.HDRip.Cropped-NoAds.INT.READ.NFO.x264-AMC,Novocaine.2025...Cropped-NoAds.INT.READ.NFO.,1480,2024,3504,movies
Cleaner 2025 1080p WEB-DL HEVC x265 5.1 BONE,Cleaner 2025 5.1 BONE,1437,260,1697,movies
A Working Man (2025) 720p WEBRip-LAMA,A Working Man,2448,2584,5032,movies
Bill.Burr.Drop.Dead.Years.2025.1080p.WEB.H264-AccomplishedYak,Bill.Burr.Drop.Dead.Years.2025..WEB.H264,751,106,857,movies
Mickey.17.2025.1080p.TELESYNC.x264.COLLECTiVE,Mickey.17.2025..TELESYNC..COLLECTiVE,804,526,1330,movies
Chhava (2025) Hindi 720p HC HDRip x264 AAC,Chhava Hindi HC,964,181,1145,movies
Batman.Ninja.vs.Yakuza.League.2025.1080p.WEB-DL.AAC5.1.x265-NeoNoir,Batman.Ninja.vs.Yakuza.League.2025...5.1.,663,53,716,movies
Sikandar 2025 1080p HQ Telesync V1 NO WM 2.0 Hindi DIGITAL HC ESUB - PANTHER RIP...,Sikandar 2025 HQ Telesync NO WM 2.0 Hindi DIGITAL HC ESUB,554,130,684,movies
Deva 2025 1080p WEB-DL AAC5.1 x265 - xRG,Deva 2025 5.1,321,50,371,movies
In.the.Lost.Lands.2025.1080p.WEB-DL.DDP5.1.x265-NeoNoir,In.the.Lost.Lands.2025...DDP5.1.,2499,690,3189,movies
Mickey.17.2025.1080p.TELESYNC.x264.AAC.B4ND1T69,Mickey.17.2025..TELESYNC...B4ND1T69,805,323,1128,movies
"Officer on Duty (2025) 720p WEBRip x264 AAC [ Hin, Mal ] ESub",Officer on Duty ESub,640,51,691,movies
Silent.Zone.2025.1080p.WEB-DL.AAC5.1.x265-NeoNoir,Silent.Zone.2025...5.1.,508,68,576,movies
Mickey 17 2025 1080p WEB-DL HEVC x265 5.1 BONE,Mickey 17 2025 5.1 BONE,3099,4498,7597,movies
Holland.2025.1080p.AMZN.WEB-DL.DDP5.1.H.265-P2PClub,Holland.2025..AMZN..DDP5.1.H.265,547,191,738,movies
A.Working.Man.2025.1080p.HDRip.Cam.Audio.READNFO.x264.COLLECTiVE,A.Working.Man.2025...Cam.Audio.READNFO..COLLECTiVE,394,340,734,movies
The.Electric.State.2025.1080p.NF.WEB-DL.DDP5.1.H.264-EniaHD,The.Electric.State.2025..NF..DDP5.1.H.264,1135,340,1475,movies
A Working Man 2025 1080p HDRip (Cam Audio) HEVC x265-RMTeam,A Working Man 2025,1030,614,1644,movies
